relative_path,classID,Class
Whispering/5pSJCHy8QN8_560.wav,25,Whispering
White noise/FQv4X0pUgDg_490.wav,26,White noise
Whimper/5t0PWKmWgAM_30.wav,24,Whimper
Speech/8sCX1Z_zpNc_30.wav,21,Speech
Whoop/GMP9OTMK8c4_30.wav,27,Whoop
Speech/--bXbHsESvc_30.wav,21,Speech
Rustle/948N1ehpM3E_27.wav,16,Rustle
Whimper/29Kog3YB1Qc_30.wav,24,Whimper
Speech/6j3YEp8rc9A_90.wav,21,Speech
"Female speech, woman speaking/-mFyWQmSSEM_30.wav",12,"Female speech, woman speaking"
Speech/0e2iNqSDeA0_30.wav,21,Speech
Speech/7hyqRqBhf-4_30.wav,21,Speech
Breathing/Nbw5p6c0UJ8_280.wav,4,Breathing
"Male speech, man speaking/-TCDqe327us_30.wav",15,"Male speech, man speaking"
Singing/-4gj1slJoYI_30.wav,18,Singing
Conversation/-utdx8p3s9c_30.wav,7,Conversation
Whoop/1Af7Q-OTdNA_30.wav,27,Whoop
Snicker/Nv_kI5eW-74_20.wav,20,Snicker
"Male speech, man speaking/-xKzlnUBEa8_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0Zi0K4rYI-8_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/7ylNh2dnYag_30.wav",12,"Female speech, woman speaking"
White noise/1rJ9bS4bm9I_0.wav,26,White noise
Speech/--hvhVKE01I_30.wav,21,Speech
"Female speech, woman speaking/8d6258NqquI_30.wav",12,"Female speech, woman speaking"
Whimper/IOgCu_KtwSg_5.wav,24,Whimper
Speech/0fjY3SEPwgs_30.wav,21,Speech
"Female speech, woman speaking/7anN237BLRA_30.wav",12,"Female speech, woman speaking"
Whispering/Bejo7DvdVl4_520.wav,25,Whispering
"Male speech, man speaking/0Z4QC9m2rDE_30.wav",15,"Male speech, man speaking"
Snicker/J5erwKQ_bcg_30.wav,20,Snicker
"Male speech, man speaking/-6dWquklC08_30.wav",15,"Male speech, man speaking"
Speech/O1UP5VZXhes_140.wav,21,Speech
"Female speech, woman speaking/8xypo1LUObQ_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/22jZfv1b390_30.wav",12,"Female speech, woman speaking"
White noise/B9fNk9cocgA_9.wav,26,White noise
Children shouting/MGIUNf3s5Lc_10.wav,5,Children shouting
Snicker/-cG6rOHxO2s_140.wav,20,Snicker
Screaming/3Ua-Y63E7fw_30.wav,17,Screaming
Conversation/DCQzRwTRuH8_30.wav,7,Conversation
"Smash, crash/5I3oAQ83Kdw_30.wav",19,"Smash, crash"
Conversation/JstKUKU5v90_320.wav,7,Conversation
"Smash, crash/3MKpn3hX7bM_30.wav",19,"Smash, crash"
"Female speech, woman speaking/18CXniZ45EA_30.wav",12,"Female speech, woman speaking"
Clapping/GKZvKWwrDcE_30.wav,6,Clapping
"Male speech, man speaking/00l2tOcJoPs_30.wav",15,"Male speech, man speaking"
Whoop/FBoSSgKSSq8_100.wav,27,Whoop
Snicker/FC9i2T9YIas_140.wav,20,Snicker
"Smash, crash/0p6ldONZ1x0_13.wav",19,"Smash, crash"
"Male speech, man speaking/0BDGdUr1N6Y_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/8_Das6bmsik_30.wav",12,"Female speech, woman speaking"
Whimper/6h4vHDNDjWE_30.wav,24,Whimper
Snicker/9kBvHiHHtoM_0.wav,20,Snicker
"Female speech, woman speaking/8_-F6cgEhfw_30.wav",12,"Female speech, woman speaking"
shatter/7ipXnx21F3A_10.wav,29,shatter
Dogs/1GHvOZq8kwA_50.wav,10,Dogs
"Dishes, pots, and pans/5Gyms1K-K88_310.wav",9,"Dishes, pots, and pans"
Whimper/3fQyxJQXF3g_30.wav,24,Whimper
"Male speech, man speaking/0l0TXQRlQa0_30.wav",15,"Male speech, man speaking"
Speech/4z9OUpk9j5I_300.wav,21,Speech
Rustle/BPLb_xA5pfw_30.wav,16,Rustle
"Male speech, man speaking/0h0MYGPGUWs_30.wav",15,"Male speech, man speaking"
Singing/-DFQ_SwgbTg_23.wav,18,Singing
Babbling/KCWZH8mOUy0_30.wav,1,Babbling
Singing/-1fZ2YdJtV4_140.wav,18,Singing
"Dishes, pots, and pans/3bhkJsgOqdM_480.wav",9,"Dishes, pots, and pans"
White noise/FveYtYWsTxU_130.wav,26,White noise
Speech/0l0TXQRlQa0_30.wav,21,Speech
"Female speech, woman speaking/9SwGzhspGIs_30.wav",12,"Female speech, woman speaking"
Breathing/6BuFU-OqU60_140.wav,4,Breathing
Snicker/GMy6xyuqlf4_360.wav,20,Snicker
"Dishes, pots, and pans/GYhJ2RRiCeI_40.wav",9,"Dishes, pots, and pans"
"Female speech, woman speaking/7QSWa_h0an8_20.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/-pUJIHhBinE_28.wav",15,"Male speech, man speaking"
Whimper/4VgXNzULMuc_0.wav,24,Whimper
White noise/Mr0M637J2Uk_50.wav,26,White noise
Conversation/0fjY3SEPwgs_30.wav,7,Conversation
Rustle/NVc-o_9J1PA_30.wav,16,Rustle
"Smash, crash/K7-Xnp6FHfI_210.wav",19,"Smash, crash"
Whispering/40GvrkNyQR8_20.wav,25,Whispering
Breathing/0RSfxa7ROfg_140.wav,4,Breathing
Singing/-1pNURiRvs4_40.wav,18,Singing
Snicker/-hlEMlNWUPg_30.wav,20,Snicker
"Female speech, woman speaking/8rPWzm0gKd4_30.wav",12,"Female speech, woman speaking"
Conversation/7VYX3WMHsxM_160.wav,7,Conversation
"Female speech, woman speaking/9jsgYmHj8UM_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/-SvcMrhwnSQ_30.wav",15,"Male speech, man speaking"
Whimper/13S8jeZ6O6U_30.wav,24,Whimper
Rustle/AuUUZIwmPqk_30.wav,16,Rustle
"Female speech, woman speaking/9SUPnCWypCc_30.wav",12,"Female speech, woman speaking"
Conversation/BRACqyvP6po_30.wav,7,Conversation
shatter/AmLTM1sX-2g_0.wav,29,shatter
Snicker/80Edm2SBkjk_30.wav,20,Snicker
Speech/0Zo_8XLmTto_30.wav,21,Speech
Screaming/DUxBLH7iA20_70.wav,17,Screaming
Speech/--PRou09IEg_30.wav,21,Speech
Singing/-16oaHQ0PZU_50.wav,18,Singing
"Female speech, woman speaking/71ZZWroAf5g_30.wav",12,"Female speech, woman speaking"
White noise/24tT5U_Sl7o_30.wav,26,White noise
Whimper/0Aq_uMkGIvY_16.wav,24,Whimper
Whispering/LaMMe1JYCmY_510.wav,25,Whispering
Whispering/D8zn3cqApFw_30.wav,25,Whispering
Groan/8VTrz2BtAP8_0.wav,14,Groan
Clapping/7g3idUTE1KM_30.wav,6,Clapping
Dogs/0eNfQDAbn_Y_20.wav,10,Dogs
"Male speech, man speaking/0cTu6OehrGs_30.wav",15,"Male speech, man speaking"
White noise/1LU--8_VFeA_27.wav,26,White noise
Drawer open or close/ERtge0S7adY_590.wav,11,Drawer open or close
Screaming/0hC044mDsWA_30.wav,17,Screaming
"Female speech, woman speaking/7JYu3WW6Kdk_19.wav",12,"Female speech, woman speaking"
Speech/--QvRbvnbUE_30.wav,21,Speech
Breathing/JY8nccoOLFs_30.wav,4,Breathing
"Male speech, man speaking/-Ona4jcHHyU_30.wav",15,"Male speech, man speaking"
Screaming/4xTGouBKGN4_30.wav,17,Screaming
Singing/-DYEdhQwbW8_30.wav,18,Singing
Snicker/DYGpyR1NtGM_17.wav,20,Snicker
Screaming/6HfwD2hpsFU_420.wav,17,Screaming
"Dishes, pots, and pans/LWHFRLVdmgc_230.wav",9,"Dishes, pots, and pans"
Speech/--FobqZvbgI_30.wav,21,Speech
Rustle/HGCgyotcSUE_30.wav,16,Rustle
Conversation/0okepG4LhMs_90.wav,7,Conversation
"Smash, crash/9e44FRO7XEo_30.wav",19,"Smash, crash"
Rustle/8p9xDnhpPqE_30.wav,16,Rustle
Whimper/5GFly-TXo-M_30.wav,24,Whimper
shatter/LuVJAApoKJI_0.wav,29,shatter
"Male speech, man speaking/-vD_aIOOH2w_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0Vmzk_Pv7LM_30.wav",15,"Male speech, man speaking"
Whispering/DAMOzXvscrw_450.wav,25,Whispering
Snicker/1N6TlECCr9Q_140.wav,20,Snicker
"Male speech, man speaking/-UBeG757ZPA_30.wav",15,"Male speech, man speaking"
"Smash, crash/IHNWf65aSHo_0.wav",19,"Smash, crash"
"Male speech, man speaking/-VB0DUO5-aA_40.wav",15,"Male speech, man speaking"
"Male speech, man speaking/-_PSNlwpF3g_30.wav",15,"Male speech, man speaking"
Whimper/4m0PwPU8NBw_30.wav,24,Whimper
Rustle/1nl8EGeOS6Y_60.wav,16,Rustle
Clapping/0OD_03N7XTQ_250.wav,6,Clapping
Snicker/2dEQXH6OoQo_30.wav,20,Snicker
"Male speech, man speaking/-tw8rn9BZ7o_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0Zo_8XLmTto_30.wav",15,"Male speech, man speaking"
Conversation/AJNXgZ-mxu8_30.wav,7,Conversation
White noise/MBfeBQcnVVY_390.wav,26,White noise
Whimper/BDDpQ3avOFI_60.wav,24,Whimper
"Dishes, pots, and pans/4S9ec0N_u8Q_30.wav",9,"Dishes, pots, and pans"
"Female speech, woman speaking/8zYrZfEKtEY_30.wav",12,"Female speech, woman speaking"
Speech/3ghRDHmXSyA_30.wav,21,Speech
Whimper/4i6L0DmJYH8_30.wav,24,Whimper
White noise/K2jjOqkz31o_30.wav,26,White noise
Children shouting/FKg7UqcmSss_260.wav,5,Children shouting
"Female speech, woman speaking/-YdACp5mfmc_30.wav",12,"Female speech, woman speaking"
"Dishes, pots, and pans/JOqTRGxVzUM_350.wav",9,"Dishes, pots, and pans"
Speech/EVFXoEK1Io8_30.wav,21,Speech
Conversation/OSoJHCfX8Og_30.wav,7,Conversation
shatter/H09QHv2cOVQ_200.wav,29,shatter
Battle cry/J0X5W_cytQU_0.wav,2,Battle cry
"Female speech, woman speaking/424mN8XvYTY_470.wav",12,"Female speech, woman speaking"
Speech/FO-_aqhmNN4_20.wav,21,Speech
"Female speech, woman speaking/8OTHLmskbVU_30.wav",12,"Female speech, woman speaking"
Speech/GaUIbB_qiww_30.wav,21,Speech
Rustle/GEpgs6J6Fiw_310.wav,16,Rustle
Battle cry/9mu2DzP8I9U_30.wav,2,Battle cry
Snicker/4GXaS2XzffY_30.wav,20,Snicker
Whoop/05shrN96qVo_100.wav,27,Whoop
"Male speech, man speaking/-XcvdK9LNv4_30.wav",15,"Male speech, man speaking"
White noise/0S_tYxS42AI_30.wav,26,White noise
Conversation/NJdoi6ddR7Q_130.wav,7,Conversation
Breathing/5o3BEc_Vnvo_580.wav,4,Breathing
"Dishes, pots, and pans/K9DXRFyZK0M_60.wav",9,"Dishes, pots, and pans"
Speech/--4CM0LIKBA_30.wav,21,Speech
"Male speech, man speaking/0x1PYkkkYIQ_30.wav",15,"Male speech, man speaking"
Conversation/C157YGbt3P4_40.wav,7,Conversation
Singing/-EGcg4GnzBs_50.wav,18,Singing
Conversation/JFbwdHFJzm8_260.wav,7,Conversation
Rustle/Oj8xcndR5yk_30.wav,16,Rustle
Yell/NIYltObQYAo_210.wav,28,Yell
"Male speech, man speaking/0MsK1hr2W8A_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/-DB8qYAoU-g_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0-tUz87_uLU_90.wav",15,"Male speech, man speaking"
Speech/8DGeeBpDy8g_30.wav,21,Speech
"Male speech, man speaking/-8khU075HT4_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/81jWfKQvvoQ_30.wav",12,"Female speech, woman speaking"
Whispering/Dwvk5-0_-kA_290.wav,25,Whispering
Whimper/P01Feewbqkg_17.wav,24,Whimper
"Dishes, pots, and pans/Cdl9WY1qj3s_200.wav",9,"Dishes, pots, and pans"
Conversation/5FbiafiNWnc_220.wav,7,Conversation
"Smash, crash/AByoEWWcUoo_30.wav",19,"Smash, crash"
Rustle/7iKYHaoItuU_30.wav,16,Rustle
"Dishes, pots, and pans/5xTBs7jr2FQ_270.wav",9,"Dishes, pots, and pans"
Babbling/NAYF0r1Ez20_10.wav,1,Babbling
White noise/EsmXAnQ5CE4_30.wav,26,White noise
Conversation/0KpmoQsR-xU_100.wav,7,Conversation
Speech/-UJNysFGMHk_320.wav,21,Speech
Whimper/6a97tMZJNEA_30.wav,24,Whimper
"Female speech, woman speaking/8ByU424Rsmo_30.wav",12,"Female speech, woman speaking"
"Smash, crash/7Nki6gFPPZs_90.wav",19,"Smash, crash"
Whimper/MtmbZC0KvGA_20.wav,24,Whimper
Speech/5Ipv_7UkiNQ_30.wav,21,Speech
"Female speech, woman speaking/9ZqY0p-QZ6k_30.wav",12,"Female speech, woman speaking"
Bellow/NPeQYyZ2eik_80.wav,3,Bellow
"Male speech, man speaking/-gKmHmXgr_c_30.wav",15,"Male speech, man speaking"
Conversation/IaLP2OD53jY_20.wav,7,Conversation
Singing/-Glgc2fRkvA_30.wav,18,Singing
Clapping/EcCaNPG8iQs_40.wav,6,Clapping
Whimper/9RQgRbg3ZdU_30.wav,24,Whimper
Battle cry/1HYYnv8Giew_5.wav,2,Battle cry
Whimper/1xC6F1xANSI_1.wav,24,Whimper
Yell/3qikh1eu2ao_30.wav,28,Yell
Babbling/9BiCSJ4QKBU_90.wav,1,Babbling
Bellow/9mAg6IdCuFQ_10.wav,3,Bellow
Rustle/67xgsjLGKlI_80.wav,16,Rustle
Drawer open or close/-QtwyGv7CUQ_30.wav,11,Drawer open or close
Whimper/3mLM0dpb8vY_30.wav,24,Whimper
Snicker/-W62FZ95BUw_30.wav,20,Snicker
Whispering/HBqBsVW91sk_190.wav,25,Whispering
Snicker/8QrrbzKHnIQ_10.wav,20,Snicker
White noise/0frdGI_eoOA_15.wav,26,White noise
Whoop/2xn2EmPBo54_30.wav,27,Whoop
"Dishes, pots, and pans/I0iVmsOGC3Q_190.wav",9,"Dishes, pots, and pans"
"Male speech, man speaking/-MG8KXcIbKQ_30.wav",15,"Male speech, man speaking"
Conversation/LMuhsnYXCoc_90.wav,7,Conversation
Whispering/JSBSweyqlF4_30.wav,25,Whispering
Speech/8muTPuwyQpA_30.wav,21,Speech
"Male speech, man speaking/0TcNt0CBXMQ_30.wav",15,"Male speech, man speaking"
Speech/--W3ksWzMBg_30.wav,21,Speech
"Male speech, man speaking/07bj0On_ne8_30.wav",15,"Male speech, man speaking"
Snicker/GC7Q3hyFH9Q_370.wav,20,Snicker
"Female speech, woman speaking/-bwf8Sp82iA_30.wav",12,"Female speech, woman speaking"
"Smash, crash/3cXmQBLCXGA_30.wav",19,"Smash, crash"
Snicker/6t11BO0cPFU_30.wav,20,Snicker
White noise/B9w7cC7l5iU_26.wav,26,White noise
shatter/IvuZXN2S7Ug_40.wav,29,shatter
Conversation/4PDN915myRc_30.wav,7,Conversation
Whimper/3jmCvpJoojg_30.wav,24,Whimper
"Dishes, pots, and pans/6B3OBpUCfVk_460.wav",9,"Dishes, pots, and pans"
"Male speech, man speaking/0b4x-4HucDc_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/8pxyIJYXF-c_30.wav",12,"Female speech, woman speaking"
Speech/8bT9YsVJx7c_30.wav,21,Speech
Conversation/IG4pIZ8uUZk_510.wav,7,Conversation
"Male speech, man speaking/0VGU1MvIcvM_30.wav",15,"Male speech, man speaking"
Whimper/37vqPQZgaUI_3.wav,24,Whimper
Drawer open or close/6Cu5Mi62hpE_260.wav,11,Drawer open or close
"Wail, moan/31UpMvn7LE4_14.wav",23,"Wail, moan"
Yell/-fwDQqRN_7U_240.wav,28,Yell
"Dishes, pots, and pans/J6Dkx5KSfPs_520.wav",9,"Dishes, pots, and pans"
"Dishes, pots, and pans/4IeDBwyQ9ZQ_190.wav",9,"Dishes, pots, and pans"
Whimper/Kq0Dbp3C4d0_30.wav,24,Whimper
Breathing/0cguhnd2XWM_30.wav,4,Breathing
Snicker/DQkVLl4Mt4g_70.wav,20,Snicker
Whoop/OyHpdtRF0T4_30.wav,27,Whoop
"Female speech, woman speaking/8aDRTsjF9mc_0.wav",12,"Female speech, woman speaking"
Conversation/JTMmuSJomYU_280.wav,7,Conversation
"Wail, moan/7qJVCHlp0eg_1.wav",23,"Wail, moan"
"Male speech, man speaking/-nG-wpQjj6I_30.wav",15,"Male speech, man speaking"
Conversation/8muTPuwyQpA_30.wav,7,Conversation
Snicker/C0UuTyF_eBQ_390.wav,20,Snicker
Yell/BWyGs_EeEXs_250.wav,28,Yell
Groan/2HK0d6Puj_U_90.wav,14,Groan
Children shouting/K3vklW-tvjY_310.wav,5,Children shouting
"Female speech, woman speaking/6NDqN9xHv_s_30.wav",12,"Female speech, woman speaking"
Whimper/6lHUyEs4eU4_30.wav,24,Whimper
"Female speech, woman speaking/-Zik4JI9xIE_30.wav",12,"Female speech, woman speaking"
Speech/E2iWI_qWnzw_30.wav,21,Speech
Snicker/DswMJUw-2WU_50.wav,20,Snicker
Speech/--bELhKIIM4_30.wav,21,Speech
Children shouting/AjOUP6RJMZw_190.wav,5,Children shouting
Speech/JtktFygI8Lc_30.wav,21,Speech
"Male speech, man speaking/0ie2R57cGZg_30.wav",15,"Male speech, man speaking"
Groan/6mi52Yud3yk_30.wav,14,Groan
Whimper/0AyFII6lb8Q_30.wav,24,Whimper
Screaming/HaIQWATIkZo_20.wav,17,Screaming
Dogs/1AVIgVuOSWY_30.wav,10,Dogs
White noise/GbhWvZ1Z3T4_11.wav,26,White noise
White noise/FmDgppkzWt0_330.wav,26,White noise
"Dishes, pots, and pans/M4YUETGhC8M_60.wav",9,"Dishes, pots, and pans"
Rustle/EwCkn6lxOjU_2.wav,16,Rustle
Whoop/06aiPrplSP4_60.wav,27,Whoop
"Female speech, woman speaking/7kfKp4NvWY0_30.wav",12,"Female speech, woman speaking"
Speech/2S1ZXw9y4vc_30.wav,21,Speech
Breathing/IwORYH9uqT8_210.wav,4,Breathing
Babbling/Hv8xCitMZa8_0.wav,1,Babbling
Clapping/-KDGyomc3yE_30.wav,6,Clapping
Speech/Cbsuobsbylo_190.wav,21,Speech
"Male speech, man speaking/0smPGDRVXtM_2.wav",15,"Male speech, man speaking"
Rustle/Ez-c_XscIwU_30.wav,16,Rustle
"Male speech, man speaking/0EaCl8Et63k_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/0jYcadSG-Qw_530.wav",15,"Male speech, man speaking"
Children shouting/83fUi_GIqCY_50.wav,5,Children shouting
Breathing/MTj7P4OZBU4_10.wav,4,Breathing
Dogs/4iNNkk_rxEY_20.wav,10,Dogs
Whoop/9CRiWOUvQqM_30.wav,27,Whoop
Rustle/1GVDBZ-zarg_30.wav,16,Rustle
"Female speech, woman speaking/8LmISHL5mxg_30.wav",12,"Female speech, woman speaking"
"Male speech, man speaking/0q8rSPfYzQI_30.wav",15,"Male speech, man speaking"
Babbling/1EgeaffEFjQ_20.wav,1,Babbling
Speech/--VeqKi0cAg_190.wav,21,Speech
Whoop/K4-lIUwcKT8_20.wav,27,Whoop
White noise/LRgi73966CI_30.wav,26,White noise
Breathing/Ha1VCDWiCiw_560.wav,4,Breathing
"Male speech, man speaking/-FEw8lN3D4Y_30.wav",15,"Male speech, man speaking"
Bellow/HMnnT5EjLgY_30.wav,3,Bellow
Whoop/JosYILa9fFg_6.wav,27,Whoop
"Male speech, man speaking/0reRO_FScic_180.wav",15,"Male speech, man speaking"
Screaming/2Vtak7T92Rc_10.wav,17,Screaming
White noise/4i7yCv5Ar3o_25.wav,26,White noise
Speech/7Z2gbnMe89o_30.wav,21,Speech
Whispering/3i97owSVcok_150.wav,25,Whispering
Speech/2hsELebxnWw_300.wav,21,Speech
Speech/JFbwdHFJzm8_260.wav,21,Speech
"Male speech, man speaking/-kZ8I4WEFtY_30.wav",15,"Male speech, man speaking"
Speech/3VlGeLgCgw8_30.wav,21,Speech
"Male speech, man speaking/-V3NPftE7T0_30.wav",15,"Male speech, man speaking"
"Female speech, woman speaking/-XzW2o9YS9E_30.wav",12,"Female speech, woman speaking"
Snicker/JI639bSF-_k_30.wav,20,Snicker
Clapping/9C_Y0k55VUM_10.wav,6,Clapping
Battle cry/ELye0_iTAD8_540.wav,2,Battle cry
"Dishes, pots, and pans/1E0_p91stN0_360.wav",9,"Dishes, pots, and pans"
Speech/NRtTpwTMfLI_0.wav,21,Speech
Whoop/IJf8N4RnbuI_30.wav,27,Whoop
Conversation/2-s-MDllXaE_30.wav,7,Conversation
Speech/KGn72yUxy14_580.wav,21,Speech
Conversation/7s9ySzU3CH8_30.wav,7,Conversation
"Female speech, woman speaking/9UyaRRVKa1M_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/74AGXLBcRXI_370.wav",12,"Female speech, woman speaking"
Whimper/3iugzEOAtaM_30.wav,24,Whimper
White noise/ENWIKXuNgp8_30.wav,26,White noise
Whimper/-1gnqVuvMqg_30.wav,24,Whimper
Whimper/1GaPLV56nj8_30.wav,24,Whimper
"Smash, crash/3-qT2Idj7lg_30.wav",19,"Smash, crash"
Clapping/GB4VqNNUbTs_8.wav,6,Clapping
Battle cry/3IPdTONFwCU_50.wav,2,Battle cry
White noise/3sBIxqsCAE0_4.wav,26,White noise
"Female speech, woman speaking/9X3wgWrwIL8_310.wav",12,"Female speech, woman speaking"
Whimper/--L22BmDI6E_12.wav,24,Whimper
"Male speech, man speaking/0W5VmHEHt7w_30.wav",15,"Male speech, man speaking"
Speech/Eye37OqRv4E_30.wav,21,Speech
Battle cry/5ov55LD9-UQ_13.wav,2,Battle cry
Rustle/OVviH-jeYQs_26.wav,16,Rustle
"Smash, crash/BmFnz96ncSw_0.wav",19,"Smash, crash"
"Female speech, woman speaking/17B8vgwvRC8_30.wav",12,"Female speech, woman speaking"
White noise/-ZAf8cwtP9o_30.wav,26,White noise
Conversation/4o_S3fuiVIk_30.wav,7,Conversation
"Female speech, woman speaking/7vhmNAD1iI8_30.wav",12,"Female speech, woman speaking"
"Female speech, woman speaking/8SmoOB_K4cY_16.wav",12,"Female speech, woman speaking"
Singing/-3FD41sv_k8_30.wav,18,Singing
Rustle/FR74U9tT62Y_20.wav,16,Rustle
Singing/-FLjO58hRx8_30.wav,18,Singing
Whispering/Aa68KCtc3Ek_30.wav,25,Whispering
Snicker/OZ7oisxYqjU_80.wav,20,Snicker
Speech/6eBWfUTgEsM_30.wav,21,Speech
"Male speech, man speaking/0pqFJi5jZZw_30.wav",15,"Male speech, man speaking"
"Male speech, man speaking/06WiC5F8UJQ_30.wav",15,"Male speech, man speaking"
Dogs/0tNhTJc9hPk_30.wav,10,Dogs
Whimper/ApPgkhgBkq0_30.wav,24,Whimper
Whimper/7lfZtEjDSbY_11.wav,24,Whimper
Conversation/180JcaDLDoQ_30.wav,7,Conversation
Whimper/8qAuo8Dmr2Y_10.wav,24,Whimper
Speech/00N83yxKYUI_30.wav,21,Speech
Clapping/AAIav8L0sbs_30.wav,6,Clapping
Snicker/34HlNzzQKFk_0.wav,20,Snicker
Speech/--0aJtOMp2M_30.wav,21,Speech
Rustle/HZjRT_jieR4_100.wav,16,Rustle
Breathing/NyMX44YuBZ4_450.wav,4,Breathing
Whimper/2CGxYsnNlPE_30.wav,24,Whimper
Snicker/Fj0DNuaNtcM_0.wav,20,Snicker
Battle cry/EUqzwQrx9jg_220.wav,2,Battle cry
Whoop/6zgJMycp8xE_30.wav,27,Whoop
"Dishes, pots, and pans/3rgIFFCjrJ4_23.wav",9,"Dishes, pots, and pans"
Snicker/4pDEU96vJIk_30.wav,20,Snicker
Speech/-sWYVL21pew_30.wav,21,Speech
Whimper/0cGgIDhIfdA_30.wav,24,Whimper
Whimper/Fpc3-1c8SP0_30.wav,24,Whimper
Clapping/33fUVOXlAtk_150.wav,6,Clapping
"Female speech, woman speaking/23t1l2yBqfI_30.wav",12,"Female speech, woman speaking"
Speech/BOkIzNz5lGo_30.wav,21,Speech
"Male speech, man speaking/-UCPBAWhQAM_30.wav",15,"Male speech, man speaking"
"Dishes, pots, and pans/A48Hv7io53s_50.wav",9,"Dishes, pots, and pans"
Speech/93ra_WrbBW8_30.wav,21,Speech
Whimper/5UuqF2AR2ts_20.wav,24,Whimper
"Female speech, woman speaking/8_rZjmUoNMI_30.wav",12,"Female speech, woman speaking"
Screaming/9-5c4-1T_v0_20.wav,17,Screaming
Conversation/BeLDdahu8eg_30.wav,7,Conversation
Whimper/-HVUL5tNzdo_30.wav,24,Whimper
Speech/-iFp_oz58aA_30.wav,21,Speech
Singing/-0KSQubp3lw_30.wav,18,Singing
"Male speech, man speaking/-MFPFJwAwbM_30.wav",15,"Male speech, man speaking"
Speech/Cey0YJ9HRLc_270.wav,21,Speech
Speech/2kaOhNPxaY4_70.wav,21,Speech
Speech/--cXIWu1Xec_9.wav,21,Speech
Speech/--C9bI0aqrY_30.wav,21,Speech
"Female speech, woman speaking/-l6qPDQ3bvY_30.wav",12,"Female speech, woman speaking"
Whispering/GrFPJUxRJxI_140.wav,25,Whispering
Groan/9w5Pr1zbbxA_20.wav,14,Groan
White noise/GxS5UWH8-cQ_30.wav,26,White noise
"Male speech, man speaking/--f4Zx92FcY_30.wav",15,"Male speech, man speaking"
Speech/6fP1t9e542k_30.wav,21,Speech
Cupboard open or close/1Z9aM2vKo2s_30.wav,8,Cupboard open or close
"Smash, crash/J4_GTpSO8qA_27.wav",19,"Smash, crash"
Groan/DJ8rJ4PmBLY_110.wav,14,Groan
Battle cry/NNicPMbpi5o_10.wav,2,Battle cry
"Female speech, woman speaking/7Vu4sapkwTc_30.wav",12,"Female speech, woman speaking"
White noise/GkXxK-D_aM0_100.wav,26,White noise
"Smash, crash/1wr45kjLgls_30.wav",19,"Smash, crash"
Whoop/JbVjJ6gC73A_30.wav,27,Whoop
Whispering/7JMowwDwLCU_30.wav,25,Whispering
Battle cry/Dxp7TGVbsjc_380.wav,2,Battle cry
"Smash, crash/9diANFOTIiI_120.wav",19,"Smash, crash"
"Smash, crash/-Q20zR79FxA_10.wav",19,"Smash, crash"
Whoop/FfENyUy7fvA_30.wav,27,Whoop
Whimper/OPTccxXcGLc_30.wav,24,Whimper
Whispering/3QDwPPMPy04_170.wav,25,Whispering
Bellow/1hpkOS9z3f4_210.wav,3,Bellow
Rustle/8WqKGEekrRw_30.wav,16,Rustle
Clapping/3xgysBvOy6s_280.wav,6,Clapping
Whispering/HyJNo9_Es0k_30.wav,25,Whispering
Whimper/1OPYPx3M94I_30.wav,24,Whimper
"Female speech, woman speaking/51rpHNf_zfI_30.wav",12,"Female speech, woman speaking"
Speech/0LZ_7Spjvho_30.wav,21,Speech
Whimper/-4tFyjKAH7o_30.wav,24,Whimper
"Dishes, pots, and pans/50nFjaSiorU_300.wav",9,"Dishes, pots, and pans"
Snicker/MH_rjYwC9EA_30.wav,20,Snicker
Conversation/B_R_bpkmr-I_70.wav,7,Conversation
Children shouting/9DSgkZHM4zc_190.wav,5,Children shouting
"Female speech, woman speaking/8EvYbteASCw_30.wav",12,"Female speech, woman speaking"
Whimper/4GalkerBVs8_24.wav,24,Whimper
Screaming/GEOvdsvnnIM_0.wav,17,Screaming
Whoop/36h5YLmcm5g_490.wav,27,Whoop
Children shouting/I8cfbFn1brs_20.wav,5,Children shouting
Conversation/LuBoAav1MAE_410.wav,7,Conversation
Whimper/20xtAPoTKaI_30.wav,24,Whimper
Singing/-8_sc7e8vyQ_30.wav,18,Singing
"Male speech, man speaking/-W7XZzpiAqU_30.wav",15,"Male speech, man speaking"
Whoop/G2QvVj6BHJ0_12.wav,27,Whoop
Whimper/84fNAAAvHIY_120.wav,24,Whimper
"Dishes, pots, and pans/BrK0DPfTfnY_20.wav",9,"Dishes, pots, and pans"
Conversation/DHltjo7rAMg_30.wav,7,Conversation
